season,date,match_name,home_team,away_team,winner,home_score,away_score,h_odd,d_odd,a_odd,h_match_points,a_match_points,ht_rank,ht_ls_rank,ht_days_ls_match,ht_points,ht_l_points,ht_l_wavg_points,ht_goals,ht_l_goals,ht_l_wavg_goals,ht_goals_sf,ht_l_goals_sf,ht_l_wavg_goals_sf,ht_wins,ht_draws,ht_losses,ht_win_streak,ht_loss_streak,ht_draw_streak,at_rank,at_ls_rank,at_days_ls_match,at_points,at_l_points,at_l_wavg_points,at_goals,at_l_goals,at_l_wavg_goals,at_goals_sf,at_l_goals_sf,at_l_wavg_goals_sf,at_wins,at_draws,at_losses,at_win_streak,at_loss_streak,at_draw_streak,ls_winner
2020,2021-05-23,Granada - Getafe,Granada , Getafe,DRAW,0,0,2.7,3.35,2.6,1,1,29,15.0,10.0,7,0.3333333333333333,0.234375,3,1.0,0.072265625,7,2.3333333333333335,1.337890625,0,7,3,0,2,0,36,14.0,11.0,6,0.3333333333333333,0.369140625,1,0.3333333333333333,0.125,5,0.3333333333333333,0.755859375,0,6,4,0,1,0,AWAY_TEAM
2020,2021-05-23,Sevilla - Alaves,Sevilla , Alaves,DRAW,0,0,1.5,4.8,6.0,1,1,11,17.0,11.0,13,1.6666666666666667,1.3427734375,4,1.3333333333333333,0.1953125,4,1.3333333333333333,0.0400390625,2,7,2,0,0,2,23,40.0,12.0,15,1.3333333333333333,1.8505859375,7,2.3333333333333335,0.638671875,7,2.3333333333333335,0.3154296875,4,3,4,1,0,0,DRAW
2020,2021-05-22,Celta - Betis,Celta , Betis,HOME_TEAM,1,0,3.25,3.85,2.05,3,0,6,30.0,10.0,13,1.3333333333333333,1.9013671875,6,2.0,0.6650390625,7,2.3333333333333335,0.2685546875,3,4,4,1,0,0,31,37.0,9.0,14,1.3333333333333333,1.9248046875,4,1.3333333333333333,0.541015625,7,1.3333333333333333,0.1669921875,3,5,3,1,0,0,HOME_TEAM
2020,2021-05-22,Eibar - Barcelona,Eibar , Barcelona,DRAW,0,0,4.3,4.4,1.67,1,1,39,24.0,9.0,8,1.0,0.8642578125,2,0.6666666666666666,0.28125,8,2.6666666666666665,0.7998046875,1,5,5,0,1,0,4,7.0,11.0,17,2.3333333333333335,2.4140625,7,2.3333333333333335,1.345703125,3,2.3333333333333335,0.02734375,5,2,3,1,0,0,AWAY_TEAM
2020,2021-05-22,Elche - Ath Bilbao,Elche , Ath Bilbao,HOME_TEAM,1,0,1.95,3.65,3.8,3,0,21,,11.0,13,0.3333333333333333,0.3828125,5,1.6666666666666667,0.09375,5,1.6666666666666667,0.8203125,3,4,3,0,2,0,25,12.0,10.0,16,1.0,1.0126953125,6,2.0,0.11767578125,3,2.0,0.09765625,3,7,2,0,0,4,
2020,2021-05-22,Huesca - Valencia,Huesca , Valencia,DRAW,0,0,1.63,4.3,4.9,1,1,28,,10.0,10,1.0,1.0556640625,5,1.6666666666666667,0.21875,6,2.0,0.1630859375,1,7,3,0,0,4,40,38.0,10.0,3,0.3333333333333333,0.505859375,1,0.3333333333333333,0.00390625,11,0.3333333333333333,0.583984375,0,3,7,0,0,1,AWAY_TEAM
2020,2021-05-22,Osasuna - Sociedad,Osasuna , Sociedad,DRAW,0,0,5.25,4.2,1.63,1,1,19,31.0,11.0,10,1.3333333333333333,1.79296875,4,1.3333333333333333,0.53515625,6,2.0,0.244140625,2,4,4,1,0,0,15,21.0,10.0,14,0.6666666666666666,0.583984375,4,1.3333333333333333,0.05078125,3,1.3333333333333333,1.001953125,3,5,2,0,1,0,
2020,2021-05-22,Real Madrid - Villarreal,Real Madrid , Villarreal,AWAY_TEAM,0,1,1.43,5.25,6.0,0,3,10,2.0,13.0,11,0.6666666666666666,0.560546875,4,1.3333333333333333,0.0703125,3,1.0,0.509765625,2,5,3,0,1,0,3,11.0,9.0,17,2.3333333333333335,1.826171875,9,3.0,0.78125,7,3.0,0.09375,4,5,1,0,0,1,HOME_TEAM
2020,2021-05-22,Valladolid - Ath Madrid,Valladolid , Ath Madrid,HOME_TEAM,1,0,8.75,5.25,1.35,3,0,14,23.0,9.0,18,1.6666666666666667,1.3916015625,6,2.0,0.2607421875,3,1.0,0.0654296875,4,6,1,0,0,2,13,13.0,14.0,18,1.6666666666666667,1.63671875,5,1.6666666666666667,0.349609375,1,1.6666666666666667,0.03125,4,6,0,0,0,1,DRAW
2020,2021-05-21,Levante - Cadiz,Levante , Cadiz,AWAY_TEAM,1,2,1.83,3.95,4.0,0,3,22,22.0,10.0,13,2.0,1.259765625,5,1.6666666666666667,0.4609375,6,2.0,1.083984375,3,4,3,0,1,0,32,,10.0,13,1.0,0.7607421875,5,1.6666666666666667,0.25537109375,9,1.6666666666666667,0.765625,4,1,7,0,1,0,
2020,2021-05-16,Alaves - Granada,Alaves , Granada,HOME_TEAM,2,1,1.83,3.6,4.4,3,0,18,35.0,8.0,14,1.3333333333333333,1.0859375,5,1.6666666666666667,0.828125,3,1.0,1.0078125,3,5,2,0,1,0,38,19.0,6.0,8,0.0,0.064453125,5,1.6666666666666667,0.115234375,11,1.6666666666666667,1.126953125,2,2,6,0,4,0,AWAY_TEAM
2020,2021-05-16,Ath Bilbao - Real Madrid,Ath Bilbao , Real Madrid,DRAW,0,0,5.5,4.2,1.6,1,1,12,8.0,8.0,14,1.6666666666666667,1.3359375,7,2.3333333333333335,1.0,4,1.3333333333333333,0.8203125,3,5,1,0,0,2,7,9.0,3.0,16,2.0,2.4013671875,9,3.0,1.5302734375,7,3.0,0.396484375,4,4,3,2,0,0,DRAW
2020,2021-05-16,Ath Madrid - Osasuna,Ath Madrid , Osasuna,DRAW,0,0,1.25,5.75,14.0,1,1,1,6.0,4.0,20,1.6666666666666667,2.119140625,9,3.0,1.2197265625,3,1.0,0.171875,5,5,1,1,0,0,17,34.0,8.0,12,1.0,0.994140625,2,0.6666666666666666,0.5009765625,3,0.6666666666666666,0.515625,1,9,1,0,0,6,
2020,2021-05-16,Barcelona - Celta,Barcelona , Celta,DRAW,1,1,1.25,6.75,10.0,1,1,2,1.0,8.0,20,1.6666666666666667,1.72265625,14,4.666666666666667,0.677734375,4,1.3333333333333333,0.263671875,5,5,0,0,0,1,24,28.0,7.0,13,1.6666666666666667,2.0,10,3.3333333333333335,2.142578125,8,3.3333333333333335,1.14453125,2,7,1,1,0,0,HOME_TEAM
2020,2021-05-16,Betis - Huesca,Betis , Huesca,DRAW,0,0,1.83,3.7,4.3,1,1,9,20.0,6.0,19,1.3333333333333333,1.947265625,8,2.6666666666666665,0.54296875,4,1.3333333333333333,0.2529296875,5,4,2,1,0,0,30,,8.0,9,0.3333333333333333,0.291015625,4,1.3333333333333333,0.783203125,8,1.3333333333333333,1.541015625,2,3,5,0,2,0,HOME_TEAM
2020,2021-05-16,Cadiz - Elche,Cadiz , Elche,HOME_TEAM,1,0,3.2,3.1,2.4,3,0,27,,8.0,10,2.3333333333333335,2.42578125,3,1.0,1.25,6,2.0,0.69921875,2,4,3,2,0,0,35,,9.0,13,1.3333333333333333,1.365234375,4,1.3333333333333333,0.283203125,7,1.3333333333333333,0.1796875,3,4,4,0,0,1,
2020,2021-05-16,Getafe - Levante,Getafe , Levante,DRAW,1,1,1.63,3.75,6.0,1,1,34,16.0,7.0,10,0.6666666666666666,0.818359375,5,1.6666666666666667,0.0732421875,6,2.0,0.31640625,2,4,5,0,0,1,26,32.0,8.0,14,1.6666666666666667,2.0,7,2.3333333333333335,1.0419921875,6,2.3333333333333335,0.5732421875,2,8,1,1,0,0,DRAW
2020,2021-05-16,Sociedad - Valladolid,Sociedad , Valladolid,HOME_TEAM,4,0,1.65,3.8,5.5,3,0,5,18.0,9.0,22,1.3333333333333333,1.21484375,9,3.0,0.287109375,3,1.0,0.515625,6,4,1,0,0,1,33,33.0,7.0,11,0.6666666666666666,0.529296875,3,1.0,0.08203125,6,1.0,0.58203125,2,5,3,0,1,0,DRAW
2020,2021-05-16,Valencia - Eibar,Valencia , Eibar,HOME_TEAM,3,1,2.95,3.45,2.35,3,0,8,10.0,7.0,19,2.3333333333333335,2.2109375,8,2.6666666666666665,0.6474609375,5,1.6666666666666667,0.07421875,5,4,2,1,0,0,37,27.0,7.0,12,0.6666666666666666,0.8359375,5,1.6666666666666667,0.294921875,5,1.6666666666666667,0.470703125,2,6,2,0,0,2,AWAY_TEAM
2020,2021-05-16,Villarreal - Sevilla,Villarreal , Sevilla,HOME_TEAM,1,0,2.45,3.45,2.85,3,0,20,5.0,7.0,12,1.3333333333333333,0.6591796875,7,2.3333333333333335,0.6484375,9,3.0,1.6162109375,3,3,5,0,1,0,16,3.0,7.0,14,1.3333333333333333,1.90625,4,1.3333333333333333,0.58203125,2,1.3333333333333333,0.25390625,3,5,1,1,0,0,HOME_TEAM
2020,2021-05-13,Valladolid - Villarreal,Valladolid , Villarreal,DRAW,0,0,3.8,3.6,1.95,1,1,14,23.0,11.0,17,2.3333333333333335,1.783203125,6,2.0,0.521484375,3,1.0,0.130859375,4,5,1,0,0,1,3,11.0,60.0,16,2.3333333333333335,2.65234375,9,3.0,1.5625,7,3.0,0.1875,4,4,1,2,0,0,HOME_TEAM
2020,2021-05-13,Eibar - Betis,Eibar , Betis,AWAY_TEAM,0,1,2.8,3.4,2.5,0,3,39,24.0,12.0,8,1.3333333333333333,1.728515625,2,0.6666666666666666,0.5625,7,2.3333333333333335,0.599609375,1,5,4,1,0,0,31,37.0,11.0,11,0.6666666666666666,0.849609375,3,1.0,0.08203125,7,1.0,0.333984375,2,5,3,0,0,1,DRAW
2020,2021-05-13,Granada - Real Madrid,Granada , Real Madrid,AWAY_TEAM,0,2,7.75,4.9,1.4,0,3,29,15.0,11.0,7,0.6666666666666666,0.46875,3,1.0,0.14453125,5,1.6666666666666667,0.67578125,0,7,2,0,1,0,7,9.0,54.0,13,1.3333333333333333,1.802734375,7,2.3333333333333335,1.060546875,7,2.3333333333333335,0.79296875,3,4,3,1,0,0,AWAY_TEAM
2020,2021-05-12,Sevilla - Valencia,Sevilla , Valencia,DRAW,0,0,1.47,4.6,6.5,1,1,11,17.0,9.0,12,2.3333333333333335,1.685546875,4,1.3333333333333333,0.390625,4,1.3333333333333333,0.080078125,2,6,2,0,0,1,40,38.0,61.0,2,0.0,0.01171875,1,0.3333333333333333,0.0078125,11,0.3333333333333333,1.16796875,0,2,7,0,6,0,DRAW
2020,2021-05-12,Celta - Getafe,Celta , Getafe,HOME_TEAM,1,0,2.4,3.2,3.1,3,0,6,30.0,11.0,10,0.6666666666666666,0.802734375,5,1.6666666666666667,0.330078125,7,2.3333333333333335,0.537109375,2,4,4,0,0,1,36,14.0,10.0,6,0.6666666666666666,0.73828125,1,0.3333333333333333,0.25,4,0.3333333333333333,0.51171875,0,6,3,0,0,1,AWAY_TEAM
2020,2021-05-12,Huesca - Ath Bilbao,Huesca , Ath Bilbao,DRAW,0,0,2.45,3.2,3.05,1,1,28,,11.0,9,1.0,1.111328125,5,1.6666666666666667,0.4375,6,2.0,0.326171875,1,6,3,0,0,3,25,12.0,9.0,15,1.0,1.025390625,6,2.0,0.2353515625,3,2.0,0.1953125,3,6,2,0,0,3,AWAY_TEAM
2020,2021-05-12,Ath Madrid - Sociedad,Ath Madrid , Sociedad,HOME_TEAM,2,0,1.6,3.9,6.0,3,0,1,6.0,52.0,17,1.6666666666666667,1.23828125,7,2.3333333333333335,0.439453125,3,1.0,0.34375,4,5,1,0,0,2,15,21.0,11.0,14,1.0,1.16796875,4,1.3333333333333333,0.1015625,1,1.3333333333333333,0.00390625,3,5,1,0,0,3,HOME_TEAM
2020,2021-05-11,Osasuna - Cadiz,Osasuna , Cadiz,HOME_TEAM,1,0,1.95,3.35,4.1,3,0,19,31.0,59.0,7,0.3333333333333333,0.5859375,3,1.0,0.0703125,6,2.0,0.48828125,1,4,4,0,0,1,32,,9.0,13,1.0,1.521484375,5,1.6666666666666667,0.5107421875,8,1.6666666666666667,0.53125,4,1,6,1,0,0,
2020,2021-05-11,Elche - Alaves,Elche , Alaves,AWAY_TEAM,0,1,2.9,2.95,2.7,0,3,21,,10.0,13,1.3333333333333333,0.765625,5,1.6666666666666667,0.1875,4,1.3333333333333333,0.640625,3,4,2,0,1,0,23,40.0,10.0,12,1.3333333333333333,0.701171875,6,2.0,0.27734375,7,2.0,0.630859375,3,3,4,0,1,0,
2020,2021-05-11,Levante - Barcelona,Levante , Barcelona,AWAY_TEAM,0,2,12.0,7.5,1.2,0,3,22,22.0,60.0,13,2.3333333333333335,2.51953125,5,1.6666666666666667,0.921875,4,1.3333333333333333,0.16796875,3,4,2,2,0,0,4,7.0,9.0,14,2.3333333333333335,1.828125,5,1.6666666666666667,0.69140625,3,1.6666666666666667,0.0546875,4,2,3,0,0,1,AWAY_TEAM
2020,2021-05-10,Betis - Granada,Betis , Granada,HOME_TEAM,1,0,1.8,3.7,4.5,3,0,9,20.0,52.0,16,0.6666666666666666,0.89453125,7,2.3333333333333335,0.0859375,4,1.3333333333333333,0.505859375,4,4,2,0,0,1,38,19.0,50.0,8,0.0,0.12890625,5,1.6666666666666667,0.23046875,10,1.6666666666666667,1.25390625,2,2,5,0,3,0,AWAY_TEAM
2020,2021-05-09,Getafe - Eibar,Getafe , Eibar,DRAW,0,0,2.25,3.05,3.6,1,1,34,16.0,49.0,9,1.3333333333333333,0.63671875,5,1.6666666666666667,0.146484375,6,2.0,0.6328125,2,3,5,0,1,0,37,27.0,50.0,11,0.3333333333333333,0.671875,5,1.6666666666666667,0.58984375,5,1.6666666666666667,0.94140625,2,5,2,0,0,1,DRAW
2020,2021-05-09,Valencia - Valladolid,Valencia , Valladolid,HOME_TEAM,1,0,2.05,3.4,3.8,3,0,8,10.0,7.0,16,1.3333333333333333,1.421875,7,2.3333333333333335,0.294921875,5,1.6666666666666667,0.1484375,4,4,2,0,0,1,33,33.0,57.0,11,1.0,1.05859375,3,1.0,0.1640625,5,1.0,0.1640625,2,5,2,0,0,4,HOME_TEAM
2020,2021-05-09,Villarreal - Celta,Villarreal , Celta,AWAY_TEAM,1,3,1.95,3.55,3.85,0,3,20,5.0,7.0,12,1.3333333333333333,1.318359375,6,2.0,0.296875,6,2.0,0.232421875,3,3,4,0,0,1,24,28.0,63.0,10,1.0,1.0,7,2.3333333333333335,1.28515625,7,2.3333333333333335,1.2890625,1,7,1,0,0,6,DRAW
2020,2021-05-09,Real Madrid - Sevilla,Real Madrid , Sevilla,AWAY_TEAM,0,1,1.97,3.55,3.75,0,3,10,2.0,8.0,11,1.0,1.12109375,4,1.3333333333333333,0.140625,2,0.6666666666666666,0.01953125,2,5,2,0,0,3,16,3.0,50.0,11,1.3333333333333333,0.8125,3,1.0,0.1640625,2,1.0,0.5078125,2,5,1,0,1,0,HOME_TEAM
2020,2021-05-08,Alaves - Levante,Alaves , Levante,AWAY_TEAM,1,2,2.05,3.3,3.9,0,3,18,35.0,56.0,14,1.6666666666666667,2.171875,4,1.3333333333333333,0.65625,1,0.3333333333333333,0.015625,3,5,1,1,0,0,26,32.0,7.0,11,0.6666666666666666,1.0,5,1.6666666666666667,0.083984375,5,1.6666666666666667,0.146484375,1,8,1,0,0,2,HOME_TEAM
2020,2021-05-08,Barcelona - Ath Madrid,Barcelona , Ath Madrid,DRAW,0,0,1.85,3.6,4.3,1,1,2,1.0,54.0,19,2.3333333333333335,2.4453125,14,4.666666666666667,1.35546875,4,1.3333333333333333,0.52734375,5,4,0,1,0,0,13,13.0,7.0,17,2.3333333333333335,2.2734375,5,1.6666666666666667,0.69921875,1,1.6666666666666667,0.0625,4,5,0,1,0,0,DRAW
2020,2021-05-08,Cadiz - Huesca,Cadiz , Huesca,HOME_TEAM,2,1,3.6,3.2,2.15,3,0,27,,63.0,7,1.3333333333333333,1.8515625,1,0.3333333333333333,0.5,5,1.6666666666666667,0.3984375,1,4,3,1,0,0,30,,54.0,9,0.6666666666666666,0.58203125,3,1.0,0.56640625,6,1.0,1.08203125,2,3,4,0,1,0,
2020,2021-05-08,Ath Bilbao - Osasuna,Ath Bilbao , Osasuna,DRAW,1,1,1.8,3.35,5.0,1,1,12,8.0,49.0,13,1.6666666666666667,1.671875,6,2.0,1.0,3,1.0,0.640625,3,4,1,0,0,1,17,34.0,7.0,11,1.0,0.98828125,1,0.3333333333333333,0.001953125,2,0.3333333333333333,0.03125,1,8,1,0,0,5,AWAY_TEAM
2020,2021-05-07,Sociedad - Elche,Sociedad , Elche,DRAW,0,0,1.55,3.95,6.5,1,1,5,18.0,47.0,21,2.0,1.4296875,9,3.0,0.57421875,3,1.0,1.03125,6,3,1,0,1,0,35,,47.0,12,1.3333333333333333,1.73046875,4,1.3333333333333333,0.56640625,7,1.3333333333333333,0.359375,3,3,4,1,0,0,
2020,2021-05-03,Sevilla - Ath Bilbao,Sevilla , Ath Bilbao,DRAW,0,0,1.6,3.95,6.0,1,1,11,17.0,47.0,11,2.0,2.37109375,4,1.3333333333333333,0.78125,4,1.3333333333333333,0.16015625,2,5,2,2,0,0,25,12.0,50.0,14,0.6666666666666666,1.05078125,6,2.0,0.470703125,3,2.0,0.390625,3,5,2,0,0,2,HOME_TEAM
2020,2021-05-02,Valladolid - Betis,Valladolid , Betis,DRAW,0,0,3.2,3.45,2.25,1,1,14,23.0,43.0,16,2.3333333333333335,2.56640625,6,2.0,1.04296875,3,1.0,0.26171875,4,4,1,2,0,0,31,37.0,49.0,10,1.3333333333333333,0.69921875,3,1.0,0.1640625,7,1.0,0.66796875,2,4,3,0,1,0,HOME_TEAM
2020,2021-05-02,Villarreal - Getafe,Villarreal , Getafe,DRAW,0,0,2.2,3.0,3.8,1,1,20,5.0,42.0,11,1.0,1.63671875,6,2.0,0.59375,6,2.0,0.46484375,3,2,4,1,0,0,36,14.0,57.0,5,0.6666666666666666,0.4765625,1,0.3333333333333333,0.5,4,0.3333333333333333,1.0234375,0,5,3,0,1,0,HOME_TEAM
2020,2021-05-02,Granada - Cadiz,Granada , Cadiz,AWAY_TEAM,0,1,1.8,3.45,4.8,0,3,29,15.0,49.0,7,1.0,0.9375,3,1.0,0.2890625,4,1.3333333333333333,0.3515625,0,7,1,0,0,3,32,,42.0,10,0.0,0.04296875,4,1.3333333333333333,0.021484375,8,1.3333333333333333,1.0625,3,1,6,0,6,0,
2020,2021-05-02,Valencia - Barcelona,Valencia , Barcelona,DRAW,0,0,8.0,5.25,1.37,1,1,8,10.0,42.0,15,1.3333333333333333,1.84375,7,2.3333333333333335,0.58984375,5,1.6666666666666667,0.296875,4,3,2,1,0,0,4,7.0,42.0,13,3.0,2.65625,5,1.6666666666666667,1.3828125,3,1.6666666666666667,0.109375,4,1,3,3,0,0,DRAW
2020,2021-05-01,Eibar - Alaves,Eibar , Alaves,HOME_TEAM,1,0,2.5,3.1,3.05,3,0,39,24.0,48.0,5,0.6666666666666666,0.45703125,1,0.3333333333333333,0.125,7,2.3333333333333335,1.19921875,0,5,4,0,1,0,23,40.0,41.0,12,1.3333333333333333,1.40234375,6,2.0,0.5546875,6,2.0,0.26171875,3,3,3,0,0,1,DRAW
2020,2021-05-01,Elche - Ath Madrid,Elche , Ath Madrid,AWAY_TEAM,0,1,9.0,4.5,1.4,0,3,21,,56.0,13,1.3333333333333333,1.53125,5,1.6666666666666667,0.375,3,1.0,0.28125,3,4,1,0,0,1,13,13.0,49.0,14,1.6666666666666667,1.546875,4,1.3333333333333333,0.3984375,1,1.3333333333333333,0.125,3,5,0,0,0,1,
2020,2021-05-01,Huesca - Sociedad,Huesca , Sociedad,DRAW,0,0,3.75,3.45,2.05,1,1,28,,42.0,8,1.6666666666666667,1.22265625,5,1.6666666666666667,0.875,6,2.0,0.65234375,1,5,3,0,0,2,15,21.0,48.0,13,1.6666666666666667,1.3359375,4,1.3333333333333333,0.203125,1,1.3333333333333333,0.0078125,3,4,1,0,0,2,DRAW
2020,2021-05-01,Real Madrid - Osasuna,Real Madrid , Osasuna,DRAW,0,0,1.37,4.8,9.0,1,1,10,2.0,49.0,10,1.6666666666666667,1.2421875,4,1.3333333333333333,0.28125,2,0.6666666666666666,0.0390625,2,4,2,0,0,2,17,34.0,42.0,10,1.0,0.9765625,1,0.3333333333333333,0.00390625,2,0.3333333333333333,0.0625,1,7,1,0,0,4,HOME_TEAM
2020,2021-05-01,Celta - Levante,Celta , Levante,DRAW,0,0,1.85,3.4,4.6,1,1,6,30.0,42.0,9,0.6666666666666666,0.60546875,5,1.6666666666666667,0.66015625,7,2.3333333333333335,1.07421875,2,3,4,0,1,0,26,32.0,43.0,10,1.3333333333333333,1.0,5,1.6666666666666667,0.16796875,5,1.6666666666666667,0.29296875,1,7,1,0,0,1,DRAW
2020,,Barcelona - Granada,Barcelona , Granada,HOME_TEAM,1,0,1.15,8.0,18.0,3,0,2,1.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,38,19.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Ath Bilbao - Valladolid,Ath Bilbao , Valladolid,HOME_TEAM,1,0,1.85,3.3,4.7,3,0,12,8.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,33,33.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Eibar - Sociedad,Eibar , Sociedad,AWAY_TEAM,0,1,3.9,3.45,1.97,0,3,39,24.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,15,21.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Huesca - Getafe,Huesca , Getafe,AWAY_TEAM,0,1,2.9,2.85,2.8,0,3,28,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,36,14.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Villarreal - Barcelona,Villarreal , Barcelona,AWAY_TEAM,1,2,4.6,4.3,1.65,0,3,20,5.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,4,7.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Celta - Osasuna,Celta , Osasuna,HOME_TEAM,1,0,2.25,3.4,3.25,3,0,6,30.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,17,34.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Sevilla - Granada,Sevilla , Granada,HOME_TEAM,1,0,1.43,4.6,7.25,3,0,11,17.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,38,19.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Ath Bilbao - Ath Madrid,Ath Bilbao , Ath Madrid,HOME_TEAM,1,0,4.4,3.35,1.9,3,0,12,8.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,13,13.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Elche - Levante,Elche , Levante,HOME_TEAM,1,0,2.7,3.25,2.65,3,0,21,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,26,32.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Valladolid - Cadiz,Valladolid , Cadiz,HOME_TEAM,1,0,1.95,3.3,4.4,3,0,14,23.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,32,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Valencia - Alaves,Valencia , Alaves,DRAW,0,0,2.15,3.2,3.65,1,1,8,10.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,23,40.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Real Madrid - Betis,Real Madrid , Betis,DRAW,0,0,1.5,4.7,6.0,1,1,10,2.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,31,37.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Ath Madrid - Huesca,Ath Madrid , Huesca,HOME_TEAM,1,0,1.4,4.5,8.5,3,0,1,6.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,30,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Granada - Eibar,Granada , Eibar,HOME_TEAM,2,0,2.4,3.05,3.2,3,0,29,15.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,37,27.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Sociedad - Celta,Sociedad , Celta,HOME_TEAM,2,1,1.85,3.6,4.2,3,0,5,18.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,24,28.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Barcelona - Getafe,Barcelona , Getafe,HOME_TEAM,3,1,1.25,6.0,12.0,3,0,2,1.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,36,14.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Levante - Sevilla,Levante , Sevilla,DRAW,0,0,5.0,4.1,1.65,1,1,22,22.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,16,3.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Osasuna - Valencia,Osasuna , Valencia,HOME_TEAM,2,1,2.45,3.1,3.15,3,0,19,31.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,40,38.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Betis - Ath Bilbao,Betis , Ath Bilbao,DRAW,0,0,2.45,3.25,3.0,1,1,9,20.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,25,12.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Alaves - Villarreal,Alaves , Villarreal,HOME_TEAM,1,0,4.3,3.45,1.9,3,0,18,35.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,3,11.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Elche - Valladolid,Elche , Valladolid,HOME_TEAM,1,0,2.85,3.0,2.7,3,0,21,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,33,33.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Cadiz - Real Madrid,Cadiz , Real Madrid,AWAY_TEAM,0,3,8.75,4.7,1.4,0,3,27,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,7,9.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
2020,,Osasuna - Elche,Osasuna , Elche,HOME_TEAM,1,0,1.95,3.25,4.4,3,0,19,31.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,35,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,
